,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
9795,58,retired,married,secondary,no,630,no,no,unknown,9,6,443,2,-1,0,unknown,no
9796,39,unemployed,married,primary,no,7372,no,no,unknown,9,6,76,1,-1,0,unknown,no
9797,36,management,divorced,tertiary,no,7821,no,no,unknown,9,6,217,1,-1,0,unknown,no
9798,57,housemaid,married,primary,no,0,no,no,unknown,9,6,257,2,-1,0,unknown,no
9799,50,services,married,secondary,no,1595,no,no,unknown,9,6,882,1,-1,0,unknown,yes
9800,47,management,married,unknown,no,1046,no,no,unknown,9,6,83,1,-1,0,unknown,no
9801,38,blue-collar,married,secondary,no,0,yes,no,unknown,9,6,254,1,-1,0,unknown,no
9803,44,technician,married,secondary,no,11016,no,no,unknown,9,6,252,3,-1,0,unknown,no
9804,57,unemployed,married,primary,no,0,no,no,unknown,9,6,540,1,-1,0,unknown,no
9805,56,blue-collar,married,primary,no,547,no,no,unknown,9,6,84,1,-1,0,unknown,no
9806,38,management,single,secondary,no,53,no,no,unknown,9,6,280,1,-1,0,unknown,no
9807,57,blue-collar,married,primary,no,179,no,no,unknown,9,6,230,3,-1,0,unknown,no
9808,53,technician,divorced,secondary,yes,-896,no,yes,unknown,9,6,452,1,-1,0,unknown,no
9809,42,self-employed,married,secondary,no,13242,no,no,unknown,9,6,149,1,-1,0,unknown,no
9810,38,blue-collar,married,primary,no,2569,no,no,unknown,9,6,172,1,-1,0,unknown,no
9811,50,retired,single,primary,no,208,no,no,unknown,9,6,51,1,-1,0,unknown,no
9812,49,retired,single,primary,no,505,no,no,unknown,9,6,35,1,-1,0,unknown,no
9813,39,blue-collar,married,secondary,no,5201,no,no,unknown,9,6,317,1,-1,0,unknown,no
9814,49,services,married,secondary,no,3169,no,no,unknown,9,6,626,1,-1,0,unknown,no
9815,31,management,single,tertiary,no,499,yes,no,unknown,9,6,122,2,-1,0,unknown,no
9816,48,management,divorced,secondary,no,635,no,no,unknown,9,6,236,2,-1,0,unknown,no
9817,47,technician,married,tertiary,no,4568,no,no,unknown,9,6,100,1,-1,0,unknown,no
9818,56,management,married,secondary,no,819,no,no,unknown,9,6,55,1,-1,0,unknown,no
9819,39,blue-collar,divorced,secondary,no,2601,no,no,unknown,9,6,70,1,-1,0,unknown,no
9820,55,management,married,secondary,no,8592,no,no,unknown,9,6,255,1,-1,0,unknown,no
9821,39,self-employed,married,secondary,no,235,no,no,unknown,9,6,217,1,-1,0,unknown,no
9822,36,management,married,primary,no,22856,no,no,unknown,9,6,1098,1,-1,0,unknown,no
9823,38,blue-collar,single,unknown,no,840,no,no,unknown,9,6,176,6,-1,0,unknown,no
9825,43,management,single,tertiary,no,1046,no,no,unknown,9,6,901,1,-1,0,unknown,yes
9826,47,technician,single,secondary,no,361,no,no,unknown,9,6,123,2,-1,0,unknown,no
9827,59,retired,married,secondary,no,1173,no,no,unknown,9,6,77,2,-1,0,unknown,no
9828,60,management,married,unknown,no,2508,no,no,unknown,9,6,91,1,-1,0,unknown,no
9829,45,retired,single,tertiary,no,212,no,no,unknown,9,6,63,1,-1,0,unknown,no
9830,39,blue-collar,married,primary,no,0,no,no,unknown,9,6,173,1,-1,0,unknown,no
9831,36,services,married,primary,no,179,no,no,unknown,9,6,411,1,-1,0,unknown,no
9832,47,technician,married,secondary,no,10179,yes,no,unknown,9,6,179,2,-1,0,unknown,no
9833,57,technician,divorced,secondary,no,164,no,no,unknown,9,6,139,2,-1,0,unknown,no
9834,43,technician,single,secondary,no,1462,no,no,unknown,9,6,75,2,-1,0,unknown,no
9835,49,blue-collar,married,primary,no,902,no,no,unknown,9,6,210,2,-1,0,unknown,no
9836,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,6,700,1,-1,0,unknown,yes
9837,59,retired,divorced,tertiary,no,1197,yes,no,unknown,9,6,329,4,-1,0,unknown,no
9840,60,housemaid,divorced,primary,no,1190,no,no,unknown,9,6,166,1,-1,0,unknown,no
9841,38,technician,married,secondary,no,6975,no,no,unknown,9,6,186,3,-1,0,unknown,no
9842,45,blue-collar,married,secondary,no,2152,no,no,unknown,9,6,92,1,-1,0,unknown,no
9844,55,technician,single,unknown,no,776,no,no,unknown,9,6,67,1,-1,0,unknown,no
9845,53,management,married,primary,no,2096,no,no,unknown,9,6,104,1,-1,0,unknown,no
9846,50,technician,married,tertiary,no,3117,no,no,unknown,9,6,174,1,-1,0,unknown,no
9847,38,blue-collar,married,secondary,no,2423,yes,no,unknown,9,6,37,1,-1,0,unknown,no
9848,57,blue-collar,married,secondary,no,5553,no,yes,unknown,9,6,589,1,-1,0,unknown,no
9849,58,housemaid,married,primary,no,422,no,no,unknown,9,6,183,1,-1,0,unknown,no
9850,53,blue-collar,married,secondary,no,1626,no,no,unknown,9,6,151,1,-1,0,unknown,no
9851,40,admin.,married,tertiary,no,10035,no,no,unknown,9,6,29,1,-1,0,unknown,no
9852,46,housemaid,married,primary,no,103,no,no,unknown,9,6,186,1,-1,0,unknown,no
9853,36,technician,married,secondary,no,26,no,no,unknown,9,6,73,1,-1,0,unknown,no
9854,48,services,married,secondary,no,533,no,no,unknown,9,6,63,1,-1,0,unknown,no
9855,35,management,married,tertiary,no,1012,no,no,unknown,9,6,105,1,-1,0,unknown,no
9856,59,blue-collar,divorced,primary,no,1320,no,no,unknown,9,6,522,1,-1,0,unknown,no
9857,45,services,married,secondary,no,-1036,yes,no,unknown,9,6,65,17,-1,0,unknown,no
9858,36,entrepreneur,married,unknown,no,60,no,no,unknown,9,6,557,2,-1,0,unknown,no
9860,52,housemaid,married,secondary,no,3034,no,no,unknown,9,6,206,2,-1,0,unknown,no
9861,36,blue-collar,single,unknown,no,2054,no,no,unknown,9,6,378,1,-1,0,unknown,no
9862,38,management,married,secondary,no,-104,yes,no,unknown,9,6,100,7,-1,0,unknown,no
9863,42,technician,married,secondary,no,0,no,no,unknown,9,6,81,1,-1,0,unknown,no
9866,49,management,married,secondary,no,0,no,no,unknown,9,6,156,2,-1,0,unknown,no
9867,37,blue-collar,married,primary,no,1021,no,no,unknown,9,6,173,1,-1,0,unknown,no
9868,47,blue-collar,married,secondary,no,-423,no,no,unknown,9,6,127,2,-1,0,unknown,no
9869,38,technician,single,tertiary,no,1619,no,no,unknown,9,6,324,1,-1,0,unknown,no
9870,37,blue-collar,single,primary,no,5473,no,yes,unknown,9,6,198,2,-1,0,unknown,no
9871,46,admin.,single,secondary,no,9326,no,yes,unknown,9,6,105,1,-1,0,unknown,no
9872,57,housemaid,married,primary,no,473,no,no,unknown,9,6,87,1,-1,0,unknown,no
9873,60,management,married,primary,no,4895,no,no,unknown,9,6,313,1,-1,0,unknown,no
9875,46,housemaid,married,primary,no,75,no,no,unknown,9,6,302,1,-1,0,unknown,no
9876,36,management,married,tertiary,no,669,no,no,unknown,9,6,91,1,-1,0,unknown,no
9877,56,services,divorced,secondary,no,450,no,no,unknown,9,6,47,1,-1,0,unknown,no
9878,52,management,divorced,secondary,no,944,no,yes,unknown,9,6,119,1,-1,0,unknown,no
9879,50,entrepreneur,married,tertiary,no,861,no,no,unknown,9,6,117,1,-1,0,unknown,no
9880,44,management,married,tertiary,no,349,no,no,unknown,9,6,58,1,-1,0,unknown,no
9882,45,blue-collar,married,primary,no,665,no,no,unknown,9,6,183,2,-1,0,unknown,no
9883,42,housemaid,divorced,secondary,no,314,no,no,unknown,9,6,249,2,-1,0,unknown,no
9884,35,admin.,married,secondary,no,1035,yes,yes,unknown,9,6,274,2,-1,0,unknown,no
9885,52,admin.,married,secondary,no,1004,yes,no,unknown,9,6,144,1,-1,0,unknown,no
9886,51,housemaid,divorced,primary,no,3982,no,no,unknown,9,6,23,1,-1,0,unknown,no
9887,47,admin.,married,secondary,no,533,no,yes,unknown,9,6,128,1,-1,0,unknown,no
9888,38,technician,married,primary,no,217,yes,no,unknown,9,6,491,6,-1,0,unknown,yes
9889,45,blue-collar,married,primary,no,900,yes,no,unknown,9,6,213,1,-1,0,unknown,no
9890,58,management,married,secondary,no,835,no,no,unknown,9,6,164,1,-1,0,unknown,no
9891,45,admin.,married,secondary,no,967,no,no,unknown,9,6,63,1,-1,0,unknown,no
9892,52,retired,married,secondary,no,603,no,yes,unknown,9,6,79,1,-1,0,unknown,no
9893,36,blue-collar,single,secondary,no,284,no,no,unknown,9,6,114,1,-1,0,unknown,no
9894,37,unknown,married,unknown,no,1699,no,no,unknown,9,6,63,1,-1,0,unknown,no
9895,36,admin.,single,secondary,no,13698,no,no,unknown,9,6,136,1,-1,0,unknown,no
9896,57,housemaid,divorced,primary,no,0,no,no,unknown,9,6,97,1,-1,0,unknown,no
9897,45,housemaid,married,tertiary,no,0,no,no,unknown,9,6,100,1,-1,0,unknown,no
9898,47,admin.,divorced,secondary,no,-364,yes,yes,unknown,9,6,240,2,-1,0,unknown,no
9899,40,technician,married,tertiary,no,2946,no,no,unknown,9,6,78,2,-1,0,unknown,no
9900,48,blue-collar,divorced,primary,no,183,no,no,unknown,9,6,940,1,-1,0,unknown,yes
9901,39,housemaid,married,primary,no,267,no,no,unknown,9,6,1151,5,-1,0,unknown,no
9902,52,retired,married,primary,no,537,no,no,unknown,9,6,85,1,-1,0,unknown,no
9903,52,housemaid,married,primary,no,5137,no,no,unknown,9,6,199,1,-1,0,unknown,no
9904,37,admin.,married,secondary,no,1093,no,no,unknown,9,6,160,1,-1,0,unknown,no
9905,51,blue-collar,married,primary,no,0,no,no,unknown,9,6,166,2,-1,0,unknown,no
9906,55,management,married,secondary,no,190,no,no,unknown,9,6,271,2,-1,0,unknown,no
9907,40,unemployed,married,primary,no,400,no,no,unknown,9,6,317,1,-1,0,unknown,no
9908,44,services,divorced,secondary,no,20,no,no,unknown,9,6,98,1,-1,0,unknown,no
9909,52,unemployed,married,secondary,no,-9,no,no,unknown,9,6,123,1,-1,0,unknown,no
9910,37,admin.,married,secondary,no,439,no,no,unknown,9,6,321,1,-1,0,unknown,no
9913,36,management,married,tertiary,no,2823,no,no,unknown,9,6,411,2,-1,0,unknown,no
9914,36,blue-collar,married,secondary,no,561,yes,no,unknown,9,6,198,2,-1,0,unknown,no
9915,40,technician,divorced,secondary,no,-1,no,no,unknown,9,6,24,1,-1,0,unknown,no
9916,41,technician,single,tertiary,no,1104,no,no,unknown,9,6,352,1,-1,0,unknown,no
9917,60,retired,married,tertiary,no,2261,no,no,unknown,9,6,245,1,-1,0,unknown,no
9918,55,housemaid,married,primary,no,2603,no,no,unknown,9,6,559,1,-1,0,unknown,no
9919,44,management,single,secondary,no,1012,no,no,unknown,9,6,440,1,-1,0,unknown,no
9920,42,management,single,tertiary,no,1206,no,no,unknown,9,6,136,4,-1,0,unknown,no
9922,35,services,married,secondary,no,8412,no,no,unknown,9,6,479,4,-1,0,unknown,no
9923,54,management,married,tertiary,no,2226,yes,no,unknown,9,6,514,3,-1,0,unknown,no
9924,56,management,married,primary,no,1172,no,no,unknown,9,6,91,3,-1,0,unknown,no
9926,42,admin.,married,secondary,no,1030,no,no,unknown,9,6,148,3,-1,0,unknown,no
9927,57,unemployed,married,primary,no,7880,no,no,unknown,9,6,318,2,-1,0,unknown,no
9929,45,admin.,single,secondary,no,276,no,yes,unknown,9,6,346,2,-1,0,unknown,no
9930,57,entrepreneur,married,primary,no,1153,yes,yes,unknown,9,6,238,6,-1,0,unknown,no
9931,41,unemployed,married,tertiary,no,1666,no,no,unknown,9,6,291,3,-1,0,unknown,no
9933,60,retired,married,primary,no,17413,no,no,unknown,9,6,200,1,-1,0,unknown,no
9934,60,blue-collar,married,primary,no,4903,no,yes,unknown,9,6,290,1,-1,0,unknown,no
9935,37,blue-collar,married,primary,no,4997,no,no,unknown,9,6,172,2,-1,0,unknown,no
9936,56,services,married,secondary,no,4309,yes,no,unknown,9,6,465,6,-1,0,unknown,no
9937,57,housemaid,married,primary,no,3570,no,no,unknown,9,6,233,2,-1,0,unknown,no
9938,40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,6,222,3,-1,0,unknown,no
9941,41,technician,married,secondary,no,90,no,no,unknown,9,6,171,2,-1,0,unknown,no
9943,57,management,married,primary,no,595,no,no,unknown,9,6,188,2,-1,0,unknown,no
9944,50,management,married,primary,no,791,no,no,unknown,9,6,17,5,-1,0,unknown,no
9945,48,technician,married,secondary,no,5,no,no,unknown,9,6,65,6,-1,0,unknown,no
9946,41,services,married,primary,no,510,no,no,unknown,9,6,316,2,-1,0,unknown,no
9947,59,management,married,secondary,no,1321,no,no,unknown,9,6,3881,3,-1,0,unknown,yes
9948,36,admin.,single,tertiary,no,3819,no,no,unknown,9,6,398,2,-1,0,unknown,no
9949,47,management,married,primary,no,835,no,no,unknown,9,6,137,2,-1,0,unknown,no
9951,41,admin.,married,secondary,no,0,yes,no,unknown,9,6,65,3,-1,0,unknown,no
9952,43,blue-collar,married,primary,no,547,no,yes,unknown,9,6,96,6,-1,0,unknown,no
9953,37,admin.,married,primary,no,3913,yes,no,unknown,9,6,76,2,-1,0,unknown,no
9955,52,blue-collar,married,primary,no,2,no,no,unknown,9,6,70,3,-1,0,unknown,no
9957,51,admin.,divorced,secondary,no,2717,no,no,unknown,9,6,559,2,-1,0,unknown,no
9958,38,technician,divorced,tertiary,no,1805,no,no,unknown,9,6,952,2,-1,0,unknown,yes
9960,48,management,married,unknown,no,598,no,no,unknown,9,6,152,2,-1,0,unknown,no
9961,58,blue-collar,married,secondary,no,25,no,no,unknown,9,6,486,3,-1,0,unknown,yes
9962,51,management,married,secondary,no,0,no,no,unknown,9,6,224,3,-1,0,unknown,no
9963,45,technician,married,secondary,no,546,yes,yes,unknown,9,6,152,4,-1,0,unknown,no
9964,26,blue-collar,single,primary,no,535,yes,no,unknown,9,6,21,37,-1,0,unknown,no
9965,40,blue-collar,married,secondary,no,2932,yes,no,unknown,9,6,22,17,-1,0,unknown,no
9966,35,blue-collar,married,secondary,no,4,no,no,unknown,9,6,130,2,-1,0,unknown,no
9967,49,management,married,secondary,no,321,no,no,unknown,9,6,135,3,-1,0,unknown,no
9968,50,blue-collar,married,primary,no,0,no,no,unknown,9,6,199,4,-1,0,unknown,no
9970,37,services,married,secondary,no,651,no,no,unknown,9,6,220,2,-1,0,unknown,no
9971,34,entrepreneur,married,tertiary,no,4343,no,no,unknown,9,6,85,4,-1,0,unknown,no
9973,39,housemaid,divorced,secondary,no,7783,no,no,unknown,9,6,108,2,-1,0,unknown,no
9974,59,housemaid,married,primary,no,5501,no,no,unknown,9,6,172,4,-1,0,unknown,no
9975,36,services,married,secondary,no,136,no,no,unknown,9,6,244,3,-1,0,unknown,no
9976,25,blue-collar,single,primary,no,116,yes,no,unknown,9,6,253,4,-1,0,unknown,no
9977,40,unemployed,single,secondary,no,6,no,no,unknown,9,6,134,3,-1,0,unknown,no
9978,38,blue-collar,single,secondary,no,93,no,no,unknown,9,6,92,6,-1,0,unknown,no
9979,49,housemaid,married,secondary,no,3812,no,no,unknown,9,6,121,2,-1,0,unknown,no
9980,39,admin.,divorced,secondary,no,765,no,no,unknown,9,6,155,3,-1,0,unknown,no
9981,37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,6,371,3,-1,0,unknown,no
9982,43,services,single,secondary,no,532,yes,no,unknown,9,6,216,2,-1,0,unknown,no
9983,41,technician,single,secondary,no,0,no,no,unknown,9,6,229,2,-1,0,unknown,no
9984,35,admin.,married,secondary,no,2897,no,no,unknown,9,6,243,2,-1,0,unknown,no
9985,41,entrepreneur,single,secondary,no,3216,no,no,unknown,9,6,718,3,-1,0,unknown,no
9986,52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,6,442,8,-1,0,unknown,yes
9988,58,blue-collar,married,secondary,no,535,no,no,unknown,9,6,189,4,-1,0,unknown,no
9990,57,blue-collar,married,primary,no,831,no,no,unknown,9,6,166,3,-1,0,unknown,no
9991,46,technician,married,secondary,no,399,yes,no,unknown,9,6,699,2,-1,0,unknown,no
9992,38,blue-collar,married,primary,no,3289,no,no,unknown,9,6,553,2,-1,0,unknown,no
9993,36,self-employed,single,tertiary,no,4844,no,no,unknown,9,6,1137,3,-1,0,unknown,yes
9994,49,technician,married,secondary,no,378,no,no,unknown,9,6,189,2,-1,0,unknown,no
9995,49,housemaid,married,primary,no,3376,no,no,unknown,9,6,119,3,-1,0,unknown,no
9997,40,blue-collar,married,primary,no,48,no,no,unknown,9,6,100,5,-1,0,unknown,no
9998,46,services,married,tertiary,no,474,no,no,unknown,9,6,445,2,-1,0,unknown,no
10000,38,admin.,married,primary,no,1487,no,no,unknown,9,6,332,2,-1,0,unknown,no
10001,39,blue-collar,married,secondary,no,138,no,no,unknown,9,6,61,2,-1,0,unknown,no
10002,35,services,married,secondary,no,-489,yes,no,unknown,9,6,90,2,-1,0,unknown,no
10003,38,admin.,married,secondary,no,272,yes,yes,unknown,9,6,174,2,-1,0,unknown,no
10004,40,management,married,secondary,no,-63,no,no,unknown,9,6,248,4,-1,0,unknown,no
10005,58,retired,divorced,primary,no,593,no,yes,unknown,9,6,204,2,-1,0,unknown,no
10006,25,admin.,single,secondary,no,66,yes,no,unknown,9,6,271,3,-1,0,unknown,no
10007,57,services,divorced,primary,no,1367,no,no,unknown,9,6,144,3,-1,0,unknown,no
10008,35,unemployed,married,primary,no,859,no,no,unknown,9,6,330,3,-1,0,unknown,no
10009,39,blue-collar,single,primary,no,2,yes,no,unknown,9,6,259,2,-1,0,unknown,no
10010,41,management,single,tertiary,no,1113,yes,yes,unknown,9,6,388,12,-1,0,unknown,no
10012,35,blue-collar,married,secondary,no,3015,yes,no,unknown,9,6,753,2,-1,0,unknown,no
10014,54,retired,single,primary,no,767,no,no,unknown,9,6,42,2,-1,0,unknown,no
10015,40,technician,divorced,secondary,no,2394,no,no,unknown,9,6,75,4,-1,0,unknown,no
10016,39,services,married,secondary,no,1367,yes,no,unknown,9,6,53,4,-1,0,unknown,no
10017,61,retired,married,secondary,no,173,no,no,unknown,9,6,182,2,-1,0,unknown,no
10018,59,management,married,tertiary,no,2020,no,yes,unknown,9,6,250,2,-1,0,unknown,no
10019,40,admin.,divorced,secondary,no,90,yes,no,unknown,9,6,511,5,-1,0,unknown,no
10022,45,blue-collar,married,primary,no,408,no,no,unknown,9,6,253,2,-1,0,unknown,no
10023,35,housemaid,single,unknown,no,4378,no,no,unknown,9,6,376,3,-1,0,unknown,no
10024,48,entrepreneur,married,unknown,no,3233,no,no,unknown,9,6,66,6,-1,0,unknown,no
10025,35,blue-collar,single,primary,no,-269,yes,no,unknown,9,6,96,10,-1,0,unknown,no
10026,50,housemaid,married,primary,no,3056,no,no,unknown,9,6,95,3,-1,0,unknown,no
10027,45,housemaid,married,secondary,no,513,no,no,unknown,9,6,126,3,-1,0,unknown,no
10028,39,blue-collar,married,primary,no,1387,no,no,unknown,9,6,52,3,-1,0,unknown,no
10029,44,self-employed,married,tertiary,no,3295,no,no,unknown,9,6,138,4,-1,0,unknown,no
10030,38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,6,299,5,-1,0,unknown,no
10033,52,management,married,primary,no,48,no,no,unknown,9,6,135,2,-1,0,unknown,no
10034,49,blue-collar,married,secondary,no,59,yes,no,unknown,9,6,154,10,-1,0,unknown,no
10035,38,blue-collar,married,secondary,no,1116,no,no,unknown,9,6,80,3,-1,0,unknown,no
10036,35,services,married,secondary,no,0,no,no,unknown,9,6,115,4,-1,0,unknown,no
10037,39,management,married,primary,no,0,no,no,unknown,11,6,308,7,-1,0,unknown,no
10038,39,blue-collar,single,secondary,no,16917,no,no,unknown,11,6,129,6,-1,0,unknown,no
10039,54,retired,married,secondary,no,1851,no,no,unknown,11,6,296,3,-1,0,unknown,no
10040,59,admin.,married,unknown,no,0,no,no,unknown,11,6,242,2,-1,0,unknown,no
10041,35,blue-collar,single,secondary,no,406,yes,no,unknown,11,6,126,12,-1,0,unknown,no
10043,49,blue-collar,married,secondary,no,55,no,no,unknown,11,6,112,4,-1,0,unknown,no
10044,47,retired,married,primary,no,1464,no,no,unknown,11,6,180,4,-1,0,unknown,no
10045,38,self-employed,single,secondary,no,4056,no,no,unknown,11,6,69,2,-1,0,unknown,no
10046,43,technician,divorced,secondary,no,-191,no,no,unknown,11,6,76,3,-1,0,unknown,no
10047,47,technician,divorced,secondary,no,450,no,no,unknown,11,6,40,5,-1,0,unknown,no
10048,57,self-employed,married,unknown,no,964,no,no,unknown,11,6,70,5,-1,0,unknown,no
10049,42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,6,878,3,-1,0,unknown,yes
10050,41,services,married,secondary,no,0,yes,no,unknown,11,6,62,9,-1,0,unknown,no
10051,39,blue-collar,single,secondary,no,653,no,no,unknown,11,6,54,4,-1,0,unknown,no
10052,37,management,married,tertiary,no,1393,no,yes,unknown,11,6,129,3,-1,0,unknown,no
10053,41,admin.,single,secondary,no,812,no,yes,unknown,11,6,583,4,-1,0,unknown,yes
10054,38,admin.,single,secondary,no,4023,no,no,unknown,11,6,339,2,-1,0,unknown,no
10055,37,management,single,secondary,no,235,no,no,unknown,11,6,27,2,-1,0,unknown,no
10056,55,admin.,married,secondary,no,994,no,no,unknown,11,6,490,2,-1,0,unknown,no
10057,36,blue-collar,married,primary,no,409,yes,no,unknown,11,6,81,3,-1,0,unknown,no
10058,47,blue-collar,married,primary,no,4157,no,no,unknown,11,6,90,3,-1,0,unknown,no
10059,48,services,married,secondary,no,11516,no,no,unknown,11,6,399,8,-1,0,unknown,no
10060,48,entrepreneur,married,secondary,no,568,no,no,unknown,11,6,148,4,-1,0,unknown,no
10061,45,blue-collar,married,primary,no,13117,no,no,unknown,11,6,42,2,-1,0,unknown,no
10062,44,management,married,tertiary,no,13893,no,no,unknown,11,6,29,2,-1,0,unknown,no
10064,54,retired,married,primary,no,1379,no,no,unknown,11,6,136,1,-1,0,unknown,no
10065,36,management,married,tertiary,no,1604,yes,no,unknown,11,6,47,3,-1,0,unknown,no
10066,50,management,married,tertiary,no,396,no,no,unknown,11,6,62,2,-1,0,unknown,no
10067,49,retired,married,primary,no,3478,no,no,unknown,11,6,484,5,-1,0,unknown,no
10068,48,technician,married,secondary,no,1637,yes,no,unknown,11,6,305,10,-1,0,unknown,no
10069,53,retired,single,secondary,no,1846,no,no,unknown,11,6,95,1,-1,0,unknown,no
10070,39,management,married,tertiary,no,-190,no,yes,unknown,11,6,893,8,-1,0,unknown,yes
10071,54,technician,married,secondary,no,2500,no,no,unknown,11,6,62,2,-1,0,unknown,no
10072,50,blue-collar,married,primary,no,811,no,no,unknown,11,6,103,3,-1,0,unknown,no
10073,49,blue-collar,married,primary,no,238,no,no,unknown,11,6,204,1,-1,0,unknown,no
10075,60,services,divorced,secondary,no,47,no,no,unknown,11,6,360,1,-1,0,unknown,no
10076,43,housemaid,divorced,primary,no,0,no,no,unknown,11,6,643,1,-1,0,unknown,no
10077,53,self-employed,married,tertiary,no,1128,no,no,unknown,11,6,29,1,-1,0,unknown,no
10078,36,technician,married,tertiary,no,4139,no,no,unknown,11,6,175,4,-1,0,unknown,no
10079,59,entrepreneur,married,tertiary,no,712,yes,no,unknown,11,6,109,1,-1,0,unknown,no
